P_sat1,P_sat2,P_sat3,P_sat4,Phi_sat1,Phi_sat2,Phi_sat3,Phi_sat4
4727.873413919602,10826.625693381007,10704.296888921097,7091.480683773232,4818.017448316542,10965.29476355483,10845.862741661473,7099.8729900478875
4816.364982368537,10760.551460478902,10714.303605966155,7079.940920432366,4827.781219137349,10951.532573178232,10857.01900570559,7098.264552520404
4568.911315687284,10686.569159052544,10875.305226046945,6931.059102575256,4832.824398129047,10949.75506961916,10852.736619680441,7089.515291330748
4811.120560138907,10841.491264922031,10658.043396586148,6993.445186406235,4815.083178689847,10937.162520741855,10849.523346958282,7107.854350196256
4540.691307473115,10828.81350371265,10862.377753164017,7104.884369888253,4822.767998101515,10954.172398524292,10846.040754471887,7105.5848462702
4726.580370465718,10902.390336008884,10843.917708624629,7027.927106393294,4813.402754976937,10945.265678323296,10840.835910055745,7098.419260764561
4832.462710473482,10789.238808328655,10714.637207013488,6985.11957169508,4845.524009163872,10948.107996189547,10853.784893174403,7099.276419641814
4860.905862945245,10852.937709985239,10921.096818715601,6882.61601250568,4832.116076042487,10949.384909652257,10850.540012326062,7106.905170141195
4470.692368781463,10853.63907991319,10746.54533487178,7045.37129476415,4838.2512947410605,10940.65580270452,10856.176792436454,7101.179066981411
4690.239256163385,10941.777762846725,10669.139580446095,6961.838425500587,4823.168396502897,10962.33717819846,10870.174153243184,7130.250266897846
4766.507359513318,10663.105332023231,10834.052514572946,7063.046342961653,4848.4119967621145,10968.914609426423,10864.032599045146,7103.738695759241
4694.376549748505,10782.57801272866,10847.912006363842,6998.435833625036,4832.0968873146485,10978.618982404598,10867.04581228632,7120.357880387278
4778.725221482256,10808.92151724266,10735.382119959246,6842.765753855874,4846.848827254957,10953.661381750051,10863.051310237559,7103.2690540892145
4691.04268936518,10958.53866488247,10760.054823770863,7085.044644899534,4821.384155450909,10977.57619411378,10873.773304544642,7112.36686523318
4692.196026010622,10860.861441405763,10804.830595052872,6906.395341229289,4827.496918237171,10983.981070921507,10874.792442168542,7112.028591442301
4570.821535986006,10732.504748798146,10907.7585359633,6907.9948448712585,4834.599557780903,10964.090344565842,10872.935333174393,7126.09328308668
4754.87932141671,10841.183841125001,10769.706052216447,6972.4292374524575,4837.907040518152,10973.718387712843,10854.346127226978,7110.565397122482
4649.232572981529,10897.625551882424,10886.781248758796,7084.399558982895,4842.52006036399,10974.707812164772,10856.56844772757,7121.965414336062
4749.198530213988,10857.07541678035,10959.370151038816,7033.4599747658785,4846.3660197567215,10990.935233683154,10863.701544185578,7128.167321717053
4816.153567051761,10730.410025866135,10830.977964492276,7158.033664105561,4859.658475436831,10991.662334461062,10873.254546205988,7102.47393687863
4582.523322563608,10748.374732761855,10907.676666333859,7064.744491591008,4845.483114335269,10975.907023846677,10889.65976500412,7113.008875285912
4702.362599047894,10819.400820953457,10830.24762082721,6980.580000546961,4843.582605429952,10989.784304486126,10877.637588427131,7133.247299742746
4730.225112199708,10947.355086229667,10876.731991917575,7273.534296003094,4832.185847887663,11000.79632902506,10879.326513325741,7128.507926547172
4818.680592440223,10882.514284165141,10893.303283336287,7158.055221098354,4806.799383163784,10974.000853161284,10898.531657867074,7120.097829800707
4779.398447678597,10777.520882280447,10770.961143712679,7225.593336123225,4827.676508106291,10948.18807121455,10872.74245681455,7126.099346753123
4704.471965162884,10720.70768605032,10613.414597640161,7102.338245272763,4818.361524113845,10974.171388876299,10856.981285281177,7123.656677527061
4774.373507670159,10907.928836180487,10897.18739822801,7157.892548499697,4824.558114615345,10966.949428945003,10859.851253862043,7109.929240288653
4811.215805388028,10834.407991642507,10724.692327282704,7135.278586352273,4844.417005198391,10970.984137174639,10850.181459571926,7132.643797165503
4658.7535710004395,10843.216165780641,10764.394285706972,7114.478442102195,4822.699353730732,10970.055088935242,10864.521201373225,7119.69170941423
4650.911671896667,10913.91726295,10958.336179216669,6915.405236237154,4828.888570221883,10974.925172528496,10857.32157481157,7115.668441421454
4649.575569931634,10696.529933535121,10894.264540594313,7106.3395344482815,4837.918372001382,10983.30085754385,10861.068907247152,7118.146709943639
4663.07021159392,10909.675241794577,10751.141997177305,7042.280792506731,4849.550045220075,10983.669711915387,10873.970459667098,7111.281409872274
4642.668447990439,10885.675659466779,11122.446145638893,7020.060295572972,4817.630598223234,10974.228967545347,10877.174680728782,7115.112511121675
4751.628655329085,10840.754615037098,10833.447075033897,7003.214838497524,4838.552066203001,10986.605358000978,10886.049623361167,7128.58093869214
4679.162086141966,10921.894852298316,10724.07552633184,7238.279805278602,4837.822474988479,10988.890407276676,10884.260603333052,7157.112739339269
4608.067748333994,10936.883432909386,10775.053523512994,7104.605903185885,4817.948345452305,10989.268650166761,10891.096396135203,7116.265694851407
4744.776533556069,10917.153492688518,10725.824440026132,7104.301620332531,4827.091782918189,10987.101811131544,10879.77062461629,7120.232318948481
4753.473354342988,10719.94978244053,10948.510411453253,7219.606432526527,4831.873037212552,10985.399730641497,10882.17018532162,7128.206970190652
4725.392952899657,10644.784044681777,11040.119371217552,7122.739100089634,4826.965196711934,10976.95660789197,10887.820959884992,7141.370458964398
4786.071775614834,10996.378433106293,10863.92656935953,7137.012914532421,4802.3256919779205,10973.50331918881,10884.248512741982,7126.272347528222
4591.9944761364795,10724.88252241491,10789.52479988019,7144.654787031984,4837.411363791076,10985.194218843239,10874.9500326571,7132.3909473661515
4787.590713540137,10885.579697690951,10720.53033202764,7048.938204585145,4809.8184051422,10973.746511930896,10861.79951890639,7128.94692757742
4674.849566665415,11002.773139756759,10948.11856872474,7057.335723358292,4812.508660236192,10962.193577949854,10892.696315195746,7110.6960022086
4563.384849170008,10785.041753317424,10763.901606238252,7078.631480890532,4820.546369404752,10966.61982325226,10868.229155782363,7104.1454640977445
4884.497624238833,10635.204757648577,10721.082816100969,7100.041972127129,4849.554945334625,10975.80748963364,10881.199878984291,7115.871173231315
4755.727948739906,11044.349359669633,10787.983897931972,7207.181808375187,4808.356421074298,10985.491216561917,10874.243813016767,7109.586537854837
4633.994398320543,10816.288361274708,10833.577477496927,7106.516467611203,4860.568763546595,10976.523541522467,10882.55171126853,7135.527501311492
4599.350146846869,10742.938619866853,10967.56368958981,7099.600333522168,4823.232165949969,10998.16490416868,10864.723719252557,7119.313594715337
4863.809741492209,10709.02737735074,10839.578068277773,6981.314802180937,4827.302383018637,10969.435754677861,10883.423418642407,7109.111850832025
4472.648462299716,10937.251563205866,10878.231458153403,6976.87888208665,4817.716970894871,10990.66347029124,10865.997680488234,7113.90216972338
4481.965525675254,11019.177346815406,10687.967161974828,7145.191926438539,4841.756055461124,10969.46098896055,10890.519387072827,7141.329947283475
4796.290555412768,10706.07356497997,10899.745951590096,7019.095193814134,4812.168233106028,10982.803776705121,10852.23083497642,7119.154011874284
4700.1886516431505,10827.881600999368,10672.071730047484,7051.319864262789,4823.278329249314,10956.725767200933,10871.021992494168,7121.282565075359
4611.808016034547,10753.23215433407,10757.573966477757,6915.546982239861,4838.2462029862845,10970.03512866774,10854.056636551955,7110.663778408044
4643.118309657456,10723.333067230002,10624.419225801448,7119.482515799142,4839.1013040656,10990.618681491747,10861.519645936125,7129.735126241844
4653.544430852278,10841.914623676616,10866.990594411547,7088.196505734193,4821.097481407137,10958.3758599917,10873.142779824053,7136.007653649135
4867.237211594723,10749.84593802079,10879.174448952095,7135.412188231295,4836.816393360514,10974.768333260356,10876.907649172856,7120.070504113599
4751.343309757026,10618.429245904366,10875.626328981863,7043.751575480076,4807.3622355446305,10994.295588009305,10870.110489045346,7144.888687043365
4797.583983488742,10772.019664104324,10880.559671935796,7039.039221450866,4814.9493313244975,10979.296566425544,10889.596380812674,7138.503884101765
4702.985821560967,10816.67284427158,10772.437953524908,6962.540545045097,4832.394933132133,10981.792627560593,10883.110892904815,7139.715797693155
4646.846605794634,10790.73602183518,10878.40589886342,6990.360948179141,4818.332970349475,10984.461138052038,10873.718697988194,7122.384272971447
4643.560380901831,10875.204378608096,10840.765625220067,7081.885873652595,4806.46087117211,10991.150403821512,10861.993879631686,7105.993206721741
4806.658474809717,10750.889473844602,10841.625259197168,7124.017575506713,4835.551952055179,10950.147955750164,10880.67280587609,7142.8508008943845
4579.278594026672,10798.305768415119,10911.664914587624,7013.136969365857,4816.7424112674325,10976.539669146508,10875.363323469315,7128.80770210829
4797.17582262533,10918.429975654855,10919.880169784568,7081.7129440670615,4826.84938694601,10982.632888289425,10886.205404036076,7125.112987216585
4835.781687475544,10735.320736525871,10914.196152014378,7048.190682557344,4827.341932308466,10980.2148627685,10890.515646876238,7118.041725205978
4716.613045438649,10822.188815186797,10775.463161899235,6865.875277380677,4838.477987193219,10979.793499251016,10869.804455739159,7115.504192537522
4501.125780953282,10831.352681487188,10710.15059024009,7066.930118026647,4813.81833138575,10973.364003767438,10878.036646399029,7119.0615102694055
4612.864013331195,10743.708048255441,10704.050474182428,7012.910539968597,4805.856732588916,10980.10897636978,10864.062708533484,7119.933058858657
4764.722388398732,10895.649431090227,10687.298478761093,7168.048434474555,4819.7043876692605,10998.930951260805,10873.970689956157,7134.251356478318
4743.44241597521,10679.927628978798,10865.444027275931,7128.3323587239465,4820.999058433994,10984.451185951777,10875.53490173447,7123.193789411049
4696.8893374558675,10933.75265192199,10909.477079564618,7144.621939241755,4807.515458608134,10984.047651672754,10896.859962745852,7143.260208563748
4786.836964909788,10968.99838983755,10864.679398263184,7041.653766480389,4813.174411224026,10967.60513549058,10894.211742894035,7131.077619174806
4843.286714377828,10852.211110916192,10833.551319104805,7031.459808590081,4804.1880732983755,10977.405400480224,10852.745465893773,7128.985150452613
4706.868670932859,10882.321212122872,11057.66550533809,6922.656851505906,4828.373732825025,10983.846134118683,10904.902123042732,7141.471435651529
4784.38655146803,10802.659710929272,10927.222656119717,7084.110219636546,4812.518048857599,10996.616288919355,10868.072097366503,7130.514692267578
4767.14746691234,10710.459090572154,10726.241116686371,7145.707298731033,4818.274550098574,10976.364662526104,10887.290829684613,7131.956703072319
4823.386385549722,10614.66562733629,10726.097605051255,7108.155099179775,4824.875663246778,10998.847739297453,10863.173434479055,7125.454183129746
4486.494471428868,10858.00755251384,10742.906269306057,7280.1279239121795,4815.156042867971,10995.031786893027,10885.050132220187,7142.0995239532185
4788.9005319871585,10833.35989259196,10887.102754513313,7122.962320995605,4832.131439235871,10981.667283272098,10895.644081134464,7143.794139075101
4725.052188723835,10805.343317309735,10875.148681458037,7129.033893283882,4825.832469666593,11005.916574612922,10880.019794540998,7144.015497378406
4803.212980931362,10708.381640807078,10807.987413892928,7170.336192138787,4822.066447797597,10975.305874756292,10880.541567827413,7137.374243830062
4737.827890405335,10929.570149699015,10930.542225466957,6893.4291499440515,4814.160223718297,10996.958760979242,10885.87946548209,7144.462561899432
4820.587945236467,10711.984492432464,10858.177726923877,7222.9343877380525,4838.463029649589,10989.536359460875,10888.636597904133,7148.925736326072
4683.184830606608,10802.169273953332,10904.368152065292,6983.928506757351,4838.969930300442,11010.329205045758,10890.036659591977,7136.151011715704
4646.637127145234,10901.08086778411,10783.002969947302,7027.335887085113,4814.775646458311,10981.314528080859,10897.411433487196,7141.1258094564355
4524.287699239637,10850.800073754941,10764.228831521727,7166.978391258514,4815.496864786634,10998.778566589508,10890.616262458812,7150.2891795610385
4706.729523037059,10783.525193218416,10830.24801388741,7121.768225522184,4828.954261936227,11021.830450320827,10885.399846361139,7146.84423078895
4775.738623483904,10906.491401629057,11041.326748838424,6986.657519303561,4813.00992319845,11005.593747009883,10899.625843375876,7148.433088192059
4484.515914908582,10666.552995627206,10863.781579664577,6904.4839015995885,4822.996015258242,10993.575237268667,10896.509412898045,7164.689790435239
4724.152587430746,11006.348704486629,10752.028044376502,6919.32127484897,4819.945246291099,10981.716471168467,10884.77876109433,7141.541753102157
4594.473554355052,10767.478369352162,10952.9534264566,6931.800366101673,4812.713640537891,10969.830637285564,10852.415531870094,7128.708407358828
4706.034458726566,10585.923387355266,10685.076044782647,7167.942264902572,4830.533258446515,10985.882383567163,10874.338037932297,7138.83389501792
4596.016137874184,10990.41182240069,11001.503189786725,7160.050881735861,4817.234009553661,10987.897115752288,10870.55964120775,7134.20573299995
4840.440098310112,10946.720425113464,10829.457474155672,6975.059250803624,4826.884747521633,10984.126890156263,10885.613440310015,7116.921549280306
4879.709929800095,10610.320066193211,10879.139438103892,6866.669458421283,4839.221157360185,10978.106538144506,10884.38639527515,7131.86551596142
4892.641969061913,10756.856787354145,10789.15931462341,7233.717254485179,4827.992400078769,10982.604805765004,10875.279476086003,7124.828436583495
4563.160957250326,11008.246047891038,10759.409829725682,6885.634803963194,4824.790874456992,10972.270478058696,10890.957305014845,7122.41174037277
4804.772343088869,10784.41413577972,10883.73716497962,7118.351165725691,4824.491882841324,10988.021589125427,10884.209671646646,7158.994312037884
4546.933645851984,10828.107300917616,11034.20218995706,7243.7884707711455,4826.828370203748,10973.985917221707,10865.738788127284,7128.584710221026
4678.956483840914,10793.564918351596,10920.605978252235,7304.937353950053,4831.093385826168,10999.66579510441,10891.786870469436,7129.742963317038
4977.144724832486,10905.22789671716,10844.604913123725,7094.46785699493,4818.027596753643,10997.69051834651,10865.6128894703,7108.291721539953
4702.447951813888,10883.613351775395,10892.545747964374,7122.9127652385405,4823.4416269581125,10968.487546857057,10889.104965612278,7136.61042799764
4959.676235207129,10809.806451638693,10837.357316395362,7142.333651682346,4826.497922231732,10981.67414592887,10886.614579432997,7116.361698805929
4652.9295237958795,10670.261819981723,10765.797298547355,7150.681985959743,4830.881764467961,10972.655521103105,10888.797650113265,7123.603377690151
4708.646992503695,10698.644534097695,10711.391003167439,6989.076712355269,4823.420178523941,10970.04093989727,10877.570077985618,7146.334294176653
4778.139382439037,10797.35202936831,11046.616485676372,7081.752751300842,4835.784998399908,10962.610149677961,10876.616984430348,7121.968988272959
4598.371620189642,10677.276674103436,10924.750861821523,6916.502707283404,4812.804537591756,10969.34339949126,10876.114219298339,7130.360892651871
4782.498610979198,10788.94783957254,10908.607428084895,6916.557009998065,4804.767103861958,10959.959008146381,10855.208988675695,7142.317230135131
4638.645234811135,10957.19472294411,10928.407075586389,7138.246422255022,4829.344884971799,10986.742888628987,10883.46114501726,7128.768639494619
4525.964494852326,10870.560192003979,10773.596858949099,6981.138038966268,4849.029956999974,10995.972028330581,10877.477688352159,7122.444559151771
4692.736959734179,10817.355380094412,10880.411262716189,7028.935968355062,4843.423563071155,10976.817060464102,10864.880080367171,7135.426937667176
4906.823554513143,10856.44577587953,10912.978626928008,7100.373153694452,4828.734094692868,10993.998942053733,10872.202641582822,7120.713767657513
4572.805003886963,10681.93064652734,10772.384917313238,7263.7558501534295,4846.744221581687,10979.439481757094,10877.829957929462,7139.453060714714
4772.425508398149,10688.728366370713,11198.204440741874,7142.970598772346,4841.706656620505,10971.558785471727,10876.502597115608,7127.66988649563
4581.6299179311345,10809.102446816649,10843.4413909673,6899.348904471486,4830.443269425456,10983.669875498274,10870.523626037428,7143.698357976641
4567.9975775464145,10809.90676269605,10907.572828270333,7057.145476306118,4825.075609954286,10977.893619053206,10886.31606123742,7138.807924845281
4640.110734602025,10931.39444047372,10767.606858040464,7042.407995415519,4820.300170797344,10954.714270528417,10866.089970542753,7126.049348781606
4816.581113250864,10710.703989752245,10934.003192073678,6895.708885462741,4812.30626052227,10967.536508812904,10874.934562411538,7136.612992893515
4821.220548090537,10985.938625845085,10950.846084788836,7194.5828346950275,4814.414574450086,10963.148567869543,10882.022340227948,7133.145278293739
4694.052230115004,10927.245695034086,10906.582987948861,7125.874194534825,4827.930224063464,10969.197223842528,10864.290904069356,7112.614695701735
4633.558097531154,10895.57273521799,10818.476869991098,6926.55144920452,4814.634164753875,10985.2093144182,10897.469597873856,7101.282681528471
4643.347975329801,10765.78877743981,10797.151957446471,6947.179494626863,4802.113642239241,10965.279223358666,10873.955929885098,7101.897030047753
4654.3097445249105,10736.613193898474,10831.437762535894,7052.416466988582,4793.50041254838,10969.209672993004,10868.278502361427,7119.680425108721
4807.620510476685,10763.89383401836,10766.259037832639,7115.885878755692,4794.564475768731,10971.822738204499,10871.534178576969,7130.092944449768
4584.360747392265,10550.53595846268,10821.867571181374,7006.206944048018,4802.195290337196,10969.994192982702,10878.833673313286,7095.236876258691
4650.1444361630265,10819.626972026066,10758.302482825844,7117.236479203097,4799.469683897231,10962.85359526933,10870.044610072693,7106.25029524717
4741.8674260530815,10786.588844374033,10932.392482053121,6854.059219300379,4793.508331129817,10959.839373726763,10894.42815274918,7113.8739318493845
4721.741576972807,10728.811522934133,10761.264907311339,7052.446876366313,4803.580904711639,10969.90008754295,10879.988155581763,7136.545127657848
4540.494973179585,10705.965657566434,10754.467331980853,7018.601379690049,4805.4785466162475,10962.374472155645,10865.426432362565,7122.476267000196
4725.116387400833,10508.98382739222,10792.174955349512,7060.197504985008,4785.242041398281,10959.349756150392,10857.578774628717,7126.7873710807
4590.447643883685,10757.60665900739,10616.862337838429,7047.091202446855,4790.704774869656,10949.32521840743,10880.557026244387,7111.509510521294
4634.786064265462,10809.240789239373,10716.994086636736,7064.293708489531,4788.73861673233,10957.753806785893,10879.839435407988,7110.162241941452
4544.761386396637,10750.032768442672,10764.538768074543,6832.368803374438,4816.05327379618,10949.8356749767,10886.62113984263,7107.403360613381
4646.871017234237,10942.740672821717,10691.898762954259,7103.325545864103,4802.007134210299,10974.212429575731,10867.074970488151,7093.476898509661
4806.3138962327175,10940.018438947529,10831.141855558293,7012.150555116674,4804.258170784874,10965.39720381091,10880.797105066651,7106.198807139482
4657.28869664969,10910.716689309496,10951.580962262777,6928.373721790882,4804.183645853946,10962.141548456757,10879.877479371144,7090.173242198962
4696.897082532361,10774.395733615345,10850.737368159456,7181.9625939549815,4781.215945610191,10955.650425737105,10876.046292627967,7108.166978084026
4687.458762052049,10861.52554691121,10816.499408857811,7068.1381347418555,4814.699362504187,10983.598739451149,10863.772184367848,7113.680271563993
